description,players,cost_est,issue_date,issue_year,issue_month,issue_day,address,lat,lng,boundaries,permit_number,_permit_year
Erect outdoor crane runway on vacant lot,"Gillespie Douglas BAlps Construction, Inc.Vector Custom Fabricating","$50,000.00",1/10/2007,2007,1,10,2128 W Fulton St,41.8868270,-87.6804230,"27 (ward)NEAR WEST SIDE (communityarea)West Town (neighborhood)60612 (zip)Kinzie Industrial Corridor (tif)Enterprise Zone 4 (enterprisezone)Kinzie (industrialcorridor)Kinzie Corridor (pmd)West (township)District 12, Beat 1223 (chipolicebeat)District 12 - Near West (chipolicedistrict)2 (cookcountydistrict)Pamela Reaves-Harris (10th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Dett (ES) (cpsattendance)",100143723,2007
TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 420 EC-H 16 LITRONIC.,Mast Paul EWalsh Construction Company900 S. Clark,"$5,000.00",12/14/2006,2006,12,14,900 S Clark St,41.8704730,-87.6307060,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)River South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100145795,2006
CORRECTING AS-BUILT CONDITION OF TEMP. CONSTR. CRANE,"Mast Paul ELevine Construction, Inc.Southblock Development, Llc","$5,000.00",12/14/2006,2006,12,14,1 E 8th St,41.8716970,-87.6274840,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100151919,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 405.,"Mast Paul ELevine Construction, Inc.Southblock Development","$5,000.00",12/1/2006,2006,12,1,1 E 8th St,41.8716970,-87.6274840,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100143769,2006
TEMP CONSTRUCTION TOWER CRANE MODEL PEINER SK 315,"Mcl Cdc P21, LlcMast Paul EPower Construction Company, Ll","$5,000.00",11/30/2006,2006,11,30,505 N Mcclurg Ct,41.8912360,-87.6175270,"42 (ward)NEAR NORTH SIDE (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100147819,2006
"TEMPORARY CONSTRUCTION TOWER CRANE EAST CRANE, MODEL FAVELLE FAVCO.","Mast Paul EW. E. O'neil Construction Co.Block 27, Llc","$5,000.00",11/29/2006,2006,11,29,1 W Randolph St,41.8843800,-87.6279870,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60602 (zip)South (township)1 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100147822,2006
"ADDENDUM TO BUILDING PERMIT # 110108482 DATED 06/21/2006 \ANCHOR SHOE RELOCATION MANITOWOC-POTAIN CRAHE MD 485 CRANE.""","Mast Paul EBovis Lend Lease, Inc.Urban R2 Development Co, Llc","$5,000.00",11/8/2006,2006,11,8,250 E Ohio St,41.8927020,-87.6206810,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100143780,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL FAVELLE FAVCO SOUTH CRANE PHASE I.,Mast Paul EW. E. O'neil Construction Co.Block 37 Office Llc,"$5,000.00",11/2/2006,2006,11,2,22 W Washington St,41.8833270,-87.6286890,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60602 (zip)South (township)12015 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100141333,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415 PHASE II,Mast Paul EKenny Construction CompanyEnterprise Companies,"$5,000.00",10/18/2006,2006,10,18,100 E 14th St,41.8642240,-87.6240740,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100132687,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415 PHASE II,"Mast Paul EBovis Lend Lease, Inc.Dearkin Res Llc","$5,000.00",10/18/2006,2006,10,18,410 N Dearborn St,41.8896340,-87.6297440,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100132694,2006
TEMPORARY CONSTRUCTION TOWER CRANE PECCO SK-25.,Mast Paul EW. E. O'neil Construction Co.1401 State Llc,"$5,000.00",9/27/2006,2006,9,27,1401 S State St,41.8639720,-87.6271940,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100130034,2006
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL COMANSA 21 LC 210, PHASE II","Mast Paul EBovis Lend Lease, Inc.Tr Holdings Llc","$5,000.00",9/27/2006,2006,9,27,611 S Wells St,41.8742420,-87.6334760,"25 (ward)LOOP (communityarea)South Loop (neighborhood)60607 (zip)South Loop Printing House District (nationalregister)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100122646,2006
"TEMPORARY CONSTRUCTION TOWER CRANE MODEL COMANSA 21 LC 400, PHASE II","Mast Paul EBovis Lend Lease, Inc.1712 S. Michigan Development Corporation","$5,000.00",9/27/2006,2006,9,27,1720 S Michigan Ave,41.8584370,-87.6240930,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100122648,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 605B WEST CRANE PHASE I.,"Mast Paul EClark Construction Group, LlcHines","$5,000.00",9/13/2006,2006,9,13,300 N La Salle St,41.8875280,-87.6326460,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100134462,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL POTAIN MR 605B EAST CRANE PHASE I.,"Mast Paul EClark Construction Group, LlcHines","$5,000.00",9/13/2006,2006,9,13,300 N La Salle St,41.8875280,-87.6326460,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100134457,2006
TEMPORARY CONSTRUCTION TOWER CRANE PEINER CRANE SK 415,Kenny Construction CompanyEnterprise Companies,"$5,000.00",8/23/2006,2006,8,23,100 E 14th St,41.8642240,-87.6240740,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100129027,2006
"ERECT TEMPORARY TOWRE CRANE MODEL LIEBHERR 420 EC-H, PHASE II.",Mast Paul EWalsh Construction Company OfTides @ Lake Shore East Llc,"$5,000.00",8/23/2006,2006,8,23,360 E South Water St,41.8866170,-87.6186710,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100119689,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC-POTAIN MR 415 PHASE I,"Mast Paul ETeng Construction, L.l.c.Waterview Llc","$5,000.00",8/9/2006,2006,8,9,111 W Wacker Dr,41.8867060,-87.6313520,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)South (township)District 01, Beat 0122 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100128742,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415,"Mast Paul EBovis Lend Lease, Inc.Dearkin Res., Llc","$5,000.00",8/9/2006,2006,8,9,410 N Dearborn St,41.8896340,-87.6297440,"42 (ward)NEAR NORTH SIDE (communityarea)Near North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)12 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100121878,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315,Mast Paul EConcrete Structures Ofthe MidwLibrary Towers,"$5,000.00",7/26/2006,2006,7,26,520 S State St,41.8752470,-87.6277670,"4 (ward)LOOP (communityarea)Printers Row (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100125158,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC\POTAIN MR 205,Mast Paul EWalsh Construction Company OfPacific Garden Mission,"$5,000.00",7/26/2006,2006,7,26,1458 S Canal St,41.8619480,-87.6392210,"11 (ward)NEAR WEST SIDE (communityarea)South Loop (neighborhood)60607 (zip)Roosevelt/Canal (tif)West (township)District 01, Beat 0124 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Arthur Turner (9th) (illinoishouse)Patricia Van Pelt (5th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100116513,2006
"TEMPORARY CONSTRUCTION TOWER CRANE PECCO SK 355, PHASE II","Mast Paul EBovis Lend Lease, Inc.Gp1, Llc","$5,000.00",7/19/2006,2006,7,19,1211 S Prairie Ave,41.8663360,-87.6215000,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0132 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100122641,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC/POTAIN MD485 PHASE II,"Mast Paul EPower Construction Company, LlMcl Cdc P21, Llc","$5,000.00",7/19/2006,2006,7,19,505 N Mcclurg Ct,41.8912360,-87.6175270,"42 (ward)NEAR NORTH SIDE (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100122647,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC-POTAIN MD 485 PHASE II,"Mast Paul ESmithfield Construction Group,Smithfield Proerties","$5,000.00",7/7/2006,2006,7,7,8 E Randolph St,41.8846010,-87.6276140,"42 (ward)LOOP (communityarea)The Loop (neighborhood)60601 (zip)Loop Retail Historic District (nationalregister)South (township)1 (ssa)District 01, Beat 0111 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100116510,2006
"ERECT TEMPORARY CONSTRUCTION TOWER CRANE, MODEL LIBHER 316 EC-H, NORTH CRANE.",Mast Paul EMc Hugh ConstrBelgravia Group,"$5,000.00",7/7/2006,2006,7,7,600 N Lake Shore Dr,41.8927480,-87.6146860,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100119692,2006
ERECT TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 316 EC-H SOUTH CRANE-PHASE II.,Mast Paul EMc Hugh ConstrBelgravia Group,"$5,000.00",7/7/2006,2006,7,7,600 N Lake Shore Dr,41.8927480,-87.6146860,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100119695,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC-POTAIN MD 485,"Bovis Lend Lease, Inc.Urban R2 Development Co., Llc","$5,000.00",6/21/2006,2006,6,21,250 E Ohio St,41.8927020,-87.6206810,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100108482,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315,"Mast Paul ECrane Construction Company, L.Printer's Corner","$5,000.00",6/21/2006,2006,6,21,170 W Polk St,41.8722720,-87.6329790,"4 (ward)LOOP (communityarea)South Loop (neighborhood)60605 (zip)South Loop Printing House District (nationalregister)South (township)District 01, Beat 0123 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100116505,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL TEREK\PEINER SK 315 PHASE II,"James Mchugh Construction CoLakeshore East, Llc","$5,000.00",6/5/2006,2006,6,5,451 E Wacker Dr,41.8873550,-87.6161040,"42 (ward)LOOP (communityarea)Near East Side (neighborhood)60601 (zip)South (township)District 01, Beat 0114 (chipolicebeat)District 1 - Central (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100098336,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 315 PER PLANS,Mast Paul EJames Mchugh Construction CoTom Black,"$5,000.00",6/5/2006,2006,6,5,520 N Kingsbury St,41.8912300,-87.6398450,"42 (ward)NEAR NORTH SIDE (communityarea)River North (neighborhood)60654 (zip)North (township)District 18, Beat 1831 (chipolicebeat)District 18 - Near North (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Sonya M. Harper (6th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Wells Hs (HS) (cpsattendance)",100114612,2006
TEMPORARY CONSTRUCTION TOWER CRANE PHASE 111 MODEL PEINER SK 415,Mast Paul ELinn-MathesCentrum Properties,"$5,000.00",6/5/2006,2006,6,5,240 E Illinois St,41.8910990,-87.6209670,"42 (ward)NEAR NORTH SIDE (communityarea)Streeterville (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100113161,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL PEINER SK 415 (THE UNIVERSITY OF CHICAGO),Mast Paul ETurner Construction CompanyPeter Kopala,"$5,000.00",5/24/2006,2006,5,24,900 E 57th St,41.7914750,-87.6036860,"5 (ward)HYDE PARK (communityarea)Hyde Park (neighborhood)60637 (zip)Hyde Park Kenwood Historic District (nationalregister)Hyde Park (township)District 02, Beat 0235 (chipolicebeat)District 2 - Wentworth (chipolicedistrict)3 (cookcountydistrict)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Kenwood Hs (HS) (cpsattendance)",100109587,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 200 HC,"Linn-Mathes, Inc.550 St Clair, Inc.","$5,000.00",5/17/2006,2006,5,17,550 N St Clair St,41.8925130,-87.6228340,"42 (ward)NEAR NORTH SIDE (communityarea)Gold Coast (neighborhood)60611 (zip)North (township)District 18, Beat 1834 (chipolicebeat)District 18 - Near North (chipolicedistrict)3 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Streeterville Organization of Active Residents (SOAR) (neighborhoodorganization)Christian L. Mitchell (26th) (illinoishouse)Kwame Raoul (13th) (illinoissenate)Wells Hs (HS) (cpsattendance)",100108484,2006
TEMPORARY CONSTRUCTION TOWER CRANE LIEBHERR 316 EC-H12 LITRONIC,Mast Paul ESedgwick PropertiesSedgweik Properties,"$5,000.00",5/17/2006,2006,5,17,1464 S Michigan Ave,41.8623090,-87.6241820,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60605 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100110803,2006
TEMPORARY CONSTRUCTION TOWER CRANE MODEL COMANSA 21 LC 400,"Mast Paul EBovis Lend Lease, Inc.1712 S. Michigan Development","$5,000.00",5/3/2006,2006,5,3,1720 S Michigan Ave,41.8584370,-87.6240930,"3 (ward)NEAR SOUTH SIDE (communityarea)South Loop (neighborhood)60616 (zip)Near South (tif)South (township)District 01, Beat 0131 (chipolicebeat)District 1 - Central (chipolicedistrict)2 (cookcountydistrict)Lake Michigan Area boundary (mcpier)Kenneth Dunkin (5th) (illinoishouse)Mattie Hunter (3rd) (illinoissenate)Phillips Hs (HS) (cpsattendance)",100109589,2006
